City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
148,Todos Santos,MX,73.06,clear sky,23.45,-110.2167,Hotel California Todos Santos
152,Buchanan,LR,80.42,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
154,Seydi,TM,70.48,overcast clouds,39.4816,62.9137,Seydi oteli
155,Samarai,PG,82.96,overcast clouds,-10.6167,150.6667,Nuli Sapi
156,Vanimo,PG,77.05,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
162,Pachperwa,IN,80.65,clear sky,27.5167,82.65,Manglam mairrage haal
163,Dickinson,US,84.15,overcast clouds,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
164,Jacareacanga,BR,79.03,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
166,Sola,VU,80.1,broken clouds,-13.8833,167.55,Leumerus Bungalows
170,Hualmay,PE,70.21,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
174,Buluang,PH,77.23,overcast clouds,13.3068,123.3425,Sacueza Beach Resort
182,Adrar,MR,78.55,clear sky,20.5022,-10.0711,
183,Uvalde,US,76.19,broken clouds,29.3669,-99.767,
184,Rafaela,AR,75.97,scattered clouds,-31.2503,-61.4867,Parra Hotel & Suites
186,The Valley,AI,82.26,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
188,Pangkalanbuun,ID,74.12,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
194,Puerto Narino,CO,81.54,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
197,Alugan,PH,81.57,overcast clouds,12.2188,125.4808,JM Lodge
203,Mangai,CD,71.06,moderate rain,-4.05,19.5333,
206,Caravelas,BR,77.02,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
209,Kahului,US,82.42,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
210,Aden,YE,83.41,broken clouds,12.7794,45.0367,Sama Emirate Hotel
215,Kloulklubed,PW,75.7,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
216,Tura,IN,72.48,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
218,Libreville,GA,80.13,light rain,0.3925,9.4537,Le Méridien Re-Ndama
219,Birao,CF,87.08,overcast clouds,10.2849,22.7882,
221,Ambilobe,MG,72.68,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
222,Buala,SB,82.2,light rain,-8.145,159.5921,Maringe Lagoon Lodge
224,Pandan,PH,80.38,overcast clouds,14.0453,124.1694,Bonifacio Lodge
225,Pangai,TO,77.52,light rain,-19.8,-174.35,Ha'apai Beach Resort
227,Ardakan,IR,71.64,overcast clouds,32.31,54.0175,Ardakan Hotel
228,Half Moon Bay,US,78.91,scattered clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
229,Basco,PH,81.59,clear sky,20.4487,121.9702,Nathaniel's Lodge
230,Bontang,ID,75.96,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
237,Male,MV,84.07,overcast clouds,4.1748,73.5089,Hotel Octave Maldives
239,Touros,BR,79.11,few clouds,-5.1989,-35.4608,INN NEW HORIZON
240,San Quintin,MX,75.02,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
242,Faanui,PF,81.39,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
247,Saint-Georges,GD,82.08,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
248,Georgetown,MY,80.53,few clouds,5.4112,100.3354,Cititel Penang
250,Carutapera,BR,77.99,scattered clouds,-1.195,-46.02,Lidera
252,Santa Ines,BR,76.26,broken clouds,-3.6667,-45.38,Palace hotel
253,Isangel,VU,77.02,overcast clouds,-19.55,169.2667,Tanna Lodge
255,Trincomalee,LK,82.53,overcast clouds,8.5711,81.2335,Welcombe Hotel
257,Kawalu,ID,72.88,overcast clouds,-7.3817,108.2082,West Jontor
262,Acapulco,MX,85.82,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
